,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
4007,1,0,46,0,0,0.0,0,1.0,3
4008,0,1,26,1,1,1.0,0,1.0,0
4009,0,1,21,1,1,1.0,0,3.0,0
4010,1,1,42,0,0,8.0,0,2.0,1
4011,1,0,40,0,2,1.0,0,2.0,3
4012,0,1,27,1,3,0.0,0,4.0,0
4013,1,0,37,0,0,2.0,0,2.0,1
4015,0,1,35,0,0,9.0,0,3.0,2
4016,0,1,28,0,1,0.0,0,1.0,0
4017,0,1,27,1,2,6.0,0,2.0,0
4018,1,0,81,0,6,1.0,0,1.0,1
4019,0,1,25,0,3,0.0,0,2.0,0
4020,0,0,72,0,5,1.0,2,2.0,1
4021,1,1,33,0,3,0.0,0,5.0,1
4022,0,0,40,0,4,7.0,0,2.0,3
4023,0,1,52,0,0,3.0,0,1.0,3
4024,0,1,23,1,1,0.0,0,4.0,0
4025,1,0,48,0,0,2.0,1,4.0,1
4026,1,1,31,1,1,0.0,0,4.0,0
4027,1,1,35,0,0,1.0,0,1.0,3
4028,1,1,63,1,2,0.0,0,1.0,3
4031,1,0,37,0,0,7.0,1,2.0,1
4032,1,0,67,0,0,9.0,0,3.0,3
4033,1,1,37,0,1,1.0,0,1.0,3
4034,0,1,22,1,1,7.0,0,4.0,0
4035,1,0,46,0,2,4.0,0,3.0,1
4036,0,0,41,0,0,6.0,1,2.0,1
4037,1,1,59,0,2,1.0,0,2.0,2
4039,0,0,84,0,6,0.0,0,3.0,2
4041,0,0,50,0,0,1.0,0,3.0,2
4043,1,0,74,0,6,12.0,2,2.0,1
4044,0,1,48,0,2,0.0,0,3.0,2
4045,0,0,47,0,2,1.0,1,4.0,1
4046,1,0,45,0,4,0.0,2,5.0,1
4048,0,0,53,0,1,0.0,2,4.0,2
4049,1,1,29,0,0,8.0,0,1.0,2
4050,0,1,19,1,1,0.0,0,3.0,0
4051,1,1,50,0,4,1.0,0,5.0,2
4052,1,1,42,0,0,0.0,0,1.0,3
4053,0,1,29,0,2,8.0,0,4.0,1
4055,0,1,18,1,2,1.0,0,4.0,0
4056,0,0,46,1,4,0.0,1,3.0,3
4058,0,0,72,0,0,0.0,1,2.0,3
4059,0,0,66,0,6,1.0,2,2.0,1
4061,1,0,41,1,7,8.0,0,2.0,2
4062,0,0,82,1,6,1.0,2,3.0,2
4063,0,0,43,1,0,0.0,1,2.0,1
4064,0,0,53,0,0,0.0,0,1.0,2
4065,0,1,29,1,1,0.0,0,3.0,1
4066,1,0,53,0,0,0.0,1,3.0,1
4067,1,0,87,0,0,1.0,2,2.0,1
4068,0,0,62,0,2,0.0,1,4.0,3
4069,0,0,43,0,0,1.0,2,3.0,2
4070,0,1,36,1,2,8.0,0,2.0,0
4071,1,1,30,0,3,0.0,0,3.0,2
4072,1,1,37,1,8,8.0,0,1.0,0
4073,1,0,59,0,0,0.0,1,4.0,1
4074,1,0,35,0,0,8.0,2,5.0,3
4075,0,0,39,1,0,7.0,1,3.0,1
4076,1,1,19,1,1,0.0,0,5.0,0
4078,1,0,40,0,8,10.0,1,2.0,3
4080,0,0,43,1,7,3.0,2,4.0,2
4081,0,0,43,1,0,6.0,0,2.0,3
4082,0,0,29,0,0,9.0,1,2.0,3
4083,1,1,27,0,1,1.0,0,2.0,0
4084,1,1,23,1,1,6.0,0,3.0,0
4085,0,0,42,0,0,8.0,2,4.0,1
4086,0,1,65,0,5,9.0,0,3.0,0
4087,0,0,57,0,5,1.0,1,5.0,1
4088,1,0,46,0,0,0.0,1,2.0,1
4089,0,0,30,0,3,0.0,0,3.0,0
4090,0,0,51,0,0,0.0,1,4.0,3
4091,0,0,39,0,0,10.0,0,2.0,1
4092,1,1,41,0,0,1.0,0,1.0,1
4093,0,1,29,1,7,9.0,0,4.0,1
4094,0,0,76,0,6,0.0,0,2.0,3
4096,0,1,23,1,1,8.0,0,4.0,0
4097,1,0,33,0,7,8.0,2,2.0,0
4098,1,1,43,0,4,3.0,0,2.0,2
4099,0,0,35,0,0,1.0,1,4.0,1
4100,0,0,32,1,3,0.0,0,2.0,2
4101,0,0,65,0,2,1.0,0,1.0,3
4102,0,0,49,1,3,1.0,0,2.0,0
4103,1,0,48,0,8,1.0,0,4.0,3
4104,1,0,39,0,1,8.0,1,2.0,0
4105,0,1,27,0,0,1.0,0,3.0,2
4107,0,0,76,1,2,0.0,0,1.0,0
4108,0,0,35,0,0,9.0,1,2.0,1
4109,0,0,35,0,0,8.0,0,4.0,2
4110,1,0,48,1,3,4.0,0,1.0,0
4111,0,1,23,1,1,0.0,0,3.0,0
4112,1,0,42,0,0,5.0,0,1.0,2
4113,0,0,41,0,0,0.0,2,3.0,1
4115,0,0,36,0,0,0.0,1,2.0,1
4116,0,0,60,0,2,0.0,0,2.0,2
4117,1,0,46,0,0,1.0,1,3.0,1
4119,1,1,20,1,1,8.0,0,4.0,0
4120,1,1,31,1,1,0.0,0,4.0,1
4121,0,1,26,1,3,0.0,0,2.0,0
4122,0,0,28,1,0,1.0,0,2.0,2
4123,1,1,18,1,1,7.0,0,6.0,0
4124,1,1,30,1,1,7.0,0,6.0,1
4125,1,1,39,0,2,11.0,0,1.0,2
4126,0,0,74,0,2,1.0,1,2.0,2
4127,1,1,52,0,0,9.0,0,1.0,1
4130,0,0,55,0,5,9.0,2,2.0,1
4131,0,1,31,0,1,0.0,0,4.0,1
4132,1,1,41,0,0,0.0,0,4.0,3
4133,0,0,59,0,0,1.0,1,4.0,3
4134,1,0,39,0,8,8.0,2,2.0,0
4136,0,0,79,1,6,9.0,0,3.0,0
4138,0,1,26,1,3,1.0,0,1.0,2
4139,1,0,88,1,6,0.0,2,2.0,3
4140,1,0,66,0,4,0.0,1,3.0,2
4142,0,1,26,0,2,7.0,0,5.0,0
4143,1,1,41,0,0,1.0,0,1.0,2
4144,1,0,36,1,4,4.0,2,3.0,2
4145,1,1,38,0,4,3.0,0,1.0,3
4146,0,0,81,1,5,0.0,0,1.0,0
4147,1,1,25,1,4,5.0,0,3.0,3
4149,0,1,32,1,1,0.0,0,5.0,3
4150,0,1,28,0,1,9.0,0,1.0,0
4151,0,1,29,1,2,1.0,0,4.0,2
4152,1,1,28,1,1,7.0,0,4.0,0
4153,0,1,26,0,1,8.0,0,5.0,0
4154,0,0,47,0,2,1.0,1,4.0,1
4155,1,0,50,0,3,1.0,0,2.0,2
4156,0,0,70,0,6,1.0,0,2.0,3
4158,0,1,39,1,0,1.0,0,1.0,0
4159,0,0,60,0,0,0.0,1,2.0,2
4160,0,0,63,0,2,0.0,1,3.0,1
4161,1,0,68,1,6,1.0,0,2.0,3
4162,0,0,47,0,0,0.0,0,1.0,3
4163,0,0,40,0,0,1.0,0,2.0,3
4164,0,0,46,1,0,1.0,2,3.0,3
4165,0,0,42,0,0,6.0,0,3.0,2
4166,1,0,48,0,0,0.0,1,5.0,3
4167,1,1,53,1,6,1.0,0,3.0,0
4168,0,0,65,0,2,0.0,1,2.0,3
4169,0,1,26,1,3,0.0,0,4.0,2
4170,0,1,35,0,3,0.0,0,1.0,0
4171,1,1,27,0,1,0.0,0,4.0,1
4172,1,0,86,1,6,0.0,2,2.0,1
4173,1,1,30,0,3,1.0,0,4.0,2
4174,0,0,43,1,5,8.0,0,3.0,2
4175,1,0,38,0,0,4.0,0,1.0,3
4176,1,0,66,0,6,1.0,2,2.0,1
4177,1,0,74,0,3,1.0,0,2.0,3
4179,0,0,89,1,6,0.0,0,1.0,2
4180,0,1,30,0,3,10.0,0,4.0,0
4181,0,0,33,1,5,0.0,2,5.0,0
4182,1,0,37,0,8,3.0,2,3.0,2
4183,0,0,69,1,6,0.0,2,2.0,1
4184,1,0,51,0,4,6.0,1,2.0,1
4185,0,1,19,1,0,10.0,0,3.0,2
4186,0,0,45,0,2,0.0,1,2.0,3
4187,1,1,32,1,3,0.0,0,5.0,0
4188,1,1,22,1,3,3.0,0,4.0,0
4189,1,1,26,1,4,1.0,0,6.0,2
4190,1,0,43,0,0,0.0,2,3.0,3
4191,0,1,19,1,1,7.0,0,2.0,0
4192,0,0,48,0,0,1.0,1,3.0,1
4193,1,0,61,0,3,1.0,1,2.0,3
4194,1,1,20,1,7,1.0,0,2.0,0
4195,0,1,22,1,1,0.0,0,4.0,0
4196,1,1,31,0,2,9.0,0,3.0,0
4197,0,1,25,0,0,9.0,0,3.0,2
4198,0,0,41,0,1,8.0,0,3.0,1
4199,0,0,36,0,5,9.0,2,3.0,1
4200,0,0,48,0,0,1.0,2,5.0,1
4201,0,1,27,1,0,1.0,0,1.0,3
4202,0,1,35,0,6,1.0,0,1.0,0
4203,1,0,39,0,3,0.0,1,3.0,1
4204,0,0,38,1,5,0.0,1,3.0,2
4205,1,0,57,0,0,7.0,1,3.0,1
4206,0,1,38,0,0,1.0,0,1.0,2
4207,0,0,80,1,0,1.0,0,2.0,2
4209,0,0,61,0,2,9.0,1,2.0,1
4210,0,1,29,0,1,5.0,0,4.0,0
4211,1,1,23,1,1,1.0,0,4.0,0
4212,1,0,83,1,6,1.0,0,1.0,0
4213,0,0,37,0,2,0.0,1,3.0,3
4214,0,0,35,1,0,0.0,0,6.0,1
4215,0,0,41,0,3,9.0,1,2.0,3
4217,0,0,81,1,2,1.0,0,1.0,2
4218,1,0,58,0,8,2.0,0,1.0,1
4219,1,1,38,1,4,8.0,0,1.0,2
4220,0,0,18,1,3,10.0,0,2.0,0
4221,0,1,37,0,0,1.0,0,4.0,3
4222,0,0,43,1,0,4.0,1,2.0,1
4223,1,1,36,0,3,4.0,0,1.0,3
4224,1,0,76,0,6,0.0,2,2.0,2
4225,0,1,33,1,2,14.0,0,1.0,0
4226,0,0,43,1,5,1.0,2,5.0,3
4227,0,0,47,1,5,1.0,2,7.0,0
4228,0,0,81,1,6,8.0,0,2.0,3
4229,0,1,27,0,0,10.0,0,3.0,0
4230,0,1,29,1,2,1.0,0,5.0,0
4231,1,1,38,0,3,4.0,0,3.0,2
4233,0,0,37,0,5,0.0,1,5.0,3
4234,0,1,47,1,2,1.0,0,1.0,2
4236,0,0,51,1,2,1.0,1,5.0,0
4237,1,0,86,1,6,1.0,2,2.0,2
4238,1,0,56,0,2,1.0,1,2.0,2
4239,0,0,59,0,0,3.0,1,2.0,3
4240,0,0,33,0,3,0.0,1,2.0,3
4243,1,1,32,1,2,3.0,0,6.0,0
4244,0,0,26,1,0,3.0,0,2.0,2
4246,0,0,70,0,0,1.0,0,2.0,3
4247,0,0,30,1,5,5.0,2,4.0,2
4248,0,0,37,1,5,9.0,2,6.0,0
4249,1,1,30,0,3,0.0,0,9.0,2
4250,1,1,23,1,3,0.0,0,3.0,1
4251,1,1,42,0,0,0.0,0,2.0,3
4252,0,0,48,1,5,1.0,2,4.0,3
4253,0,1,28,0,1,0.0,0,7.0,1
4254,1,0,65,0,0,3.0,1,2.0,1
4255,1,1,28,1,3,0.0,0,5.0,2
4257,0,1,18,1,1,1.0,0,4.0,0
4258,0,0,35,0,0,4.0,1,2.0,1
4259,1,1,27,1,4,1.0,0,1.0,2
4260,0,0,68,0,2,0.0,0,3.0,2
4261,0,0,52,1,4,0.0,1,6.0,3
4262,0,1,20,1,1,5.0,0,5.0,0
4263,0,0,35,0,0,7.0,0,3.0,0
4264,1,1,21,0,1,0.0,0,4.0,0
4265,1,1,42,1,2,1.0,0,3.0,2
4266,1,0,50,0,0,0.0,1,2.0,1
4268,1,1,32,1,0,1.0,0,6.0,0
4269,0,1,19,1,1,8.0,0,5.0,0
4270,0,1,22,1,1,0.0,0,4.0,0
4271,0,1,27,0,1,1.0,0,3.0,1
4272,0,1,22,1,1,0.0,0,4.0,0
4273,1,0,55,0,0,1.0,1,3.0,3
4274,1,1,22,1,6,8.0,0,1.0,0
4276,1,1,46,0,0,1.0,0,1.0,3
4277,0,0,65,0,2,3.0,0,3.0,1
4278,1,1,18,1,1,0.0,0,4.0,0
4279,1,0,53,0,0,2.0,1,4.0,1
4281,0,0,59,1,5,0.0,0,5.0,3
4282,1,1,32,0,1,8.0,0,3.0,0
4283,0,0,39,0,0,1.0,1,3.0,3
4284,0,0,88,1,0,7.0,0,1.0,0
4285,0,0,61,0,5,9.0,2,3.0,1
4286,0,1,21,1,1,1.0,0,4.0,0
4287,0,1,31,0,1,1.0,0,4.0,0
4288,0,0,58,0,0,1.0,1,4.0,1
4289,1,1,27,0,7,3.0,0,3.0,0
4290,1,0,51,0,4,1.0,1,2.0,1
4291,1,0,48,0,4,0.0,2,4.0,3
4292,0,1,25,0,5,3.0,0,3.0,0
4293,0,0,89,1,5,0.0,2,2.0,2
4295,1,1,40,0,0,6.0,0,1.0,1
4296,0,1,56,0,0,2.0,0,1.0,3
4297,0,0,36,0,2,9.0,2,3.0,3
4298,1,1,38,0,3,5.0,0,5.0,2
4299,0,0,47,0,2,1.0,0,4.0,1
4300,0,0,61,0,0,1.0,1,4.0,1
4301,0,0,89,0,6,0.0,2,2.0,1
4302,0,0,55,1,8,2.0,0,1.0,2
4304,1,0,43,0,0,4.0,1,2.0,2
4305,0,1,28,1,3,10.0,0,3.0,1
4306,0,0,42,1,2,0.0,1,4.0,3
4309,0,1,59,0,0,1.0,0,1.0,3
4312,0,0,43,0,3,14.0,0,2.0,2
4313,1,1,42,0,7,10.0,0,3.0,0
4314,0,0,29,1,2,7.0,1,2.0,0
4316,1,1,21,1,1,8.0,0,7.0,0
4317,0,1,41,0,2,7.0,0,2.0,0
4318,0,0,48,0,3,0.0,1,3.0,2
4319,0,1,31,1,1,1.0,0,4.0,1
4320,0,1,26,0,3,4.0,0,3.0,2
4321,1,1,18,1,1,0.0,0,5.0,0
4323,0,0,42,0,5,1.0,2,3.0,1
4324,1,0,52,1,4,9.0,1,5.0,3
4325,1,0,50,0,0,4.0,1,2.0,1
4328,0,0,71,0,5,0.0,2,3.0,2
4329,1,0,59,1,2,8.0,1,2.0,3
4330,1,0,85,0,6,0.0,2,2.0,2
4331,0,0,29,1,5,1.0,2,3.0,0
4332,0,0,43,1,5,4.0,1,5.0,2
4333,1,1,52,0,0,1.0,0,1.0,2
4335,1,1,59,0,3,0.0,0,4.0,3
4336,1,1,23,1,1,1.0,0,3.0,0
4337,1,1,39,0,0,0.0,0,1.0,3
4338,0,0,39,0,2,1.0,1,2.0,3
4339,1,0,46,0,2,5.0,0,2.0,2
4340,0,1,33,1,7,0.0,0,4.0,1
4341,0,0,53,0,5,0.0,2,4.0,1
4343,1,0,62,0,0,1.0,0,1.0,3
4344,0,0,46,0,0,1.0,1,5.0,1
4345,0,0,40,0,0,0.0,1,2.0,1
4346,0,1,62,0,2,1.0,0,4.0,1
4348,1,1,25,1,0,1.0,0,3.0,1
4350,0,1,22,1,7,3.0,0,6.0,0
4351,1,0,47,0,0,1.0,2,6.0,3
4352,0,0,68,0,0,0.0,2,2.0,3
4353,0,1,25,1,2,5.0,0,2.0,0
4355,0,0,27,1,5,0.0,0,6.0,0
4356,0,0,38,0,2,2.0,1,3.0,3
4358,1,0,46,1,0,5.0,0,5.0,1
4359,1,0,37,0,0,1.0,0,2.0,1
4360,1,0,41,0,0,0.0,1,2.0,1
4361,1,1,29,1,0,1.0,0,1.0,2
4362,1,1,19,1,2,1.0,0,5.0,0
4363,0,0,82,1,5,1.0,2,2.0,0
4364,1,0,48,0,3,1.0,0,1.0,0
4365,0,0,67,0,0,1.0,2,2.0,3
4366,1,0,77,0,6,0.0,2,2.0,3
4370,0,0,61,0,0,0.0,0,1.0,3
4371,0,0,46,0,0,0.0,1,5.0,3
4373,0,0,39,0,0,0.0,1,3.0,1
4374,1,0,89,0,0,0.0,2,3.0,1
4377,1,0,47,0,4,0.0,1,2.0,2
4378,1,1,22,1,1,0.0,0,3.0,0
4379,1,1,42,0,0,7.0,0,3.0,1
4380,0,0,69,0,0,0.0,2,2.0,1
4381,1,1,30,0,2,0.0,0,5.0,0
4382,0,0,39,1,5,12.0,2,7.0,3
4383,0,1,27,1,0,1.0,0,1.0,0
4384,0,0,30,1,4,1.0,1,3.0,2
4385,0,0,47,0,5,7.0,2,4.0,1
4386,1,0,81,1,6,0.0,2,2.0,3
4387,0,0,42,1,3,0.0,1,3.0,3
4388,1,1,43,0,0,1.0,0,1.0,3
4389,1,1,31,1,2,11.0,0,5.0,0
4390,1,0,39,0,0,8.0,1,3.0,3
4391,1,0,57,0,0,0.0,1,4.0,1
4394,1,1,31,1,1,0.0,0,3.0,3
4395,1,1,28,0,4,1.0,0,6.0,2
4396,0,0,58,0,0,0.0,1,2.0,3
4397,0,0,71,0,6,0.0,2,2.0,1
4398,1,0,36,0,8,0.0,1,2.0,3
4399,1,1,43,0,0,1.0,0,3.0,2
4400,0,0,69,0,0,1.0,0,2.0,3
4401,0,0,77,0,6,0.0,0,1.0,2
4402,0,0,50,0,0,1.0,1,4.0,1
4403,1,0,50,0,0,1.0,1,4.0,3
4404,1,1,40,0,1,6.0,0,2.0,0
4405,1,0,43,0,4,9.0,1,2.0,1
4408,1,0,65,0,6,0.0,2,3.0,1
4409,1,0,46,0,0,0.0,1,4.0,3
4410,0,0,35,1,2,1.0,1,4.0,3
4411,1,0,86,1,6,0.0,2,2.0,2
4412,0,1,63,1,2,7.0,0,1.0,2
4413,1,0,40,0,0,9.0,1,5.0,3
4414,1,0,55,0,0,10.0,0,1.0,3
4415,0,1,37,0,1,1.0,0,4.0,3
4416,0,1,31,0,0,0.0,0,1.0,3
4417,0,1,28,0,1,4.0,0,4.0,0
4418,1,0,48,0,4,1.0,2,3.0,3
4420,0,0,57,0,0,1.0,1,5.0,1
4423,0,0,81,0,6,1.0,0,1.0,3
4424,1,1,21,1,7,1.0,0,8.0,1
4425,1,1,33,0,1,1.0,0,2.0,1
4426,0,1,38,0,0,0.0,0,2.0,3
4428,1,1,33,0,0,10.0,0,1.0,2
4429,0,0,38,0,0,8.0,1,2.0,3
4430,1,0,39,0,0,1.0,1,4.0,2
4431,1,0,59,0,0,0.0,2,2.0,1
4433,0,0,80,0,6,1.0,0,1.0,1
4434,0,0,42,1,2,6.0,0,3.0,3
4435,0,0,75,0,6,2.0,0,1.0,0
4436,1,1,29,1,4,9.0,0,2.0,2
4437,1,1,33,0,4,1.0,0,2.0,2
4438,1,0,63,0,0,1.0,0,2.0,3
4439,0,1,33,0,2,9.0,0,6.0,0
4440,0,1,22,1,1,8.0,0,4.0,0
4441,0,0,36,0,0,8.0,1,2.0,1
4442,1,0,53,0,0,0.0,1,3.0,1
4443,0,0,35,0,2,6.0,0,5.0,0
4444,1,0,29,0,1,6.0,1,2.0,2
4445,1,0,31,0,1,0.0,0,1.0,0
4446,0,0,38,0,0,0.0,0,4.0,2
4447,0,1,22,1,1,9.0,0,8.0,0
4448,1,0,57,0,0,1.0,1,3.0,1
4449,1,0,42,1,4,1.0,1,6.0,3
4451,1,0,77,0,6,6.0,2,2.0,3
4452,0,0,79,0,6,1.0,2,2.0,1
4453,0,0,53,0,1,3.0,2,4.0,3
4454,1,0,42,0,0,1.0,0,2.0,2
4455,1,1,72,0,0,1.0,0,2.0,3
4456,0,0,71,1,5,1.0,1,2.0,1
4457,1,1,25,1,4,9.0,0,1.0,0
4459,0,0,61,0,5,0.0,0,3.0,0
4460,0,0,48,0,3,5.0,1,3.0,3
4461,1,1,28,1,1,0.0,0,4.0,0
4462,1,0,43,0,2,0.0,1,2.0,1
4464,0,0,82,0,6,0.0,2,2.0,3
4465,0,0,40,0,0,14.0,0,1.0,2
4466,0,1,32,1,1,9.0,0,3.0,0
4469,1,1,21,1,1,3.0,0,2.0,0
4470,1,1,28,1,2,10.0,0,2.0,0
4471,0,0,43,0,0,3.0,1,3.0,1
4472,1,0,38,1,4,0.0,1,5.0,2
4473,0,0,63,0,0,5.0,1,4.0,1
4474,0,0,25,0,0,3.0,1,2.0,3
4475,0,0,41,0,0,8.0,1,3.0,2
4477,0,0,37,0,0,1.0,1,3.0,1
4478,1,0,57,1,4,0.0,0,1.0,3
4479,0,0,86,0,1,0.0,0,1.0,0
4480,0,0,56,1,5,1.0,2,8.0,2
4481,1,1,27,0,8,9.0,0,1.0,0
4482,0,0,70,1,5,1.0,2,2.0,2
4483,1,1,22,1,1,8.0,0,4.0,0
4484,0,0,35,0,3,5.0,2,2.0,0
4485,0,1,31,1,1,2.0,0,2.0,2
4486,0,0,40,0,0,1.0,1,4.0,1
4487,1,0,43,0,0,0.0,0,2.0,1
4488,1,0,38,1,4,9.0,0,2.0,2
4490,1,1,28,1,2,1.0,0,4.0,0
4492,1,1,48,0,0,1.0,0,1.0,3
4493,1,0,41,0,0,8.0,1,2.0,1
4494,1,1,29,1,1,0.0,0,3.0,1
4495,0,0,45,1,0,1.0,1,3.0,2
4497,1,1,41,0,2,5.0,0,2.0,0
4498,1,0,28,1,8,9.0,2,3.0,2
4500,1,0,69,0,6,1.0,2,2.0,3
4501,0,0,53,0,0,1.0,1,3.0,1
4503,1,0,81,0,6,1.0,2,2.0,1
4504,0,0,48,0,3,9.0,1,5.0,1
4505,1,0,45,0,0,8.0,1,2.0,1
4507,0,0,57,1,2,0.0,2,3.0,0
4509,0,1,27,1,2,0.0,0,3.0,2
4510,1,1,27,0,2,8.0,0,3.0,0
4511,0,0,30,0,1,1.0,2,2.0,3
4512,1,1,21,1,1,1.0,0,4.0,0
4513,0,1,38,0,2,1.0,0,2.0,0
4514,0,0,57,1,7,1.0,2,3.0,2
4515,1,0,78,0,6,1.0,2,2.0,1
4516,1,0,46,0,8,8.0,1,3.0,1
4517,0,0,75,1,5,1.0,2,2.0,1
4520,1,0,52,0,4,4.0,0,1.0,3
4521,1,1,25,1,8,0.0,0,3.0,1
4523,0,0,31,0,1,2.0,0,2.0,0
4524,1,1,18,1,1,1.0,0,4.0,0
4526,1,0,59,0,0,3.0,2,5.0,3
4527,0,0,39,0,0,0.0,1,2.0,1
4529,1,1,25,0,0,9.0,0,1.0,3
4530,1,0,47,1,0,7.0,0,1.0,1
4531,0,0,32,0,2,1.0,0,2.0,2
4532,1,0,38,1,3,1.0,1,2.0,0
4533,0,0,52,0,0,3.0,1,4.0,1
4534,0,1,21,1,1,0.0,0,6.0,0
4535,0,0,70,1,6,0.0,0,1.0,3
4536,0,1,31,1,1,8.0,0,4.0,0
4537,1,1,23,1,3,0.0,0,4.0,1
4538,0,1,33,1,7,1.0,0,3.0,0
4540,1,0,77,0,6,1.0,2,2.0,2
4541,1,0,42,0,4,8.0,0,2.0,0
4542,0,0,73,0,1,1.0,1,3.0,1
4543,1,0,40,0,4,1.0,1,6.0,3
4544,1,1,33,0,0,0.0,0,3.0,2
4545,0,1,18,1,1,0.0,0,3.0,0
4550,0,0,59,0,0,1.0,0,2.0,3
4551,1,1,32,1,1,8.0,0,4.0,0
4553,1,0,46,0,0,1.0,0,1.0,3
4554,0,0,53,0,2,1.0,0,3.0,2
4555,0,0,41,0,0,1.0,1,3.0,3
4556,0,1,21,1,1,1.0,0,3.0,0
4557,0,0,62,1,5,0.0,2,2.0,3
4559,1,1,58,0,4,1.0,0,1.0,2
4560,0,0,36,0,0,4.0,0,1.0,2
4561,1,1,28,0,2,0.0,0,2.0,0
4562,1,0,47,0,3,1.0,1,4.0,1
4566,1,0,46,0,0,0.0,2,4.0,1
4567,0,0,49,0,0,0.0,1,2.0,1
4568,0,1,33,1,1,0.0,0,5.0,1
4569,1,0,49,0,8,8.0,1,2.0,1
4570,0,0,25,0,0,9.0,0,4.0,0
4571,0,0,80,0,5,3.0,0,1.0,3
4572,0,1,36,0,1,8.0,0,4.0,2
4573,0,1,26,1,4,7.0,0,1.0,0
4574,1,0,45,1,3,1.0,0,1.0,3
4576,1,0,69,0,0,0.0,0,2.0,1
4577,0,0,53,0,2,1.0,1,4.0,0
4578,0,0,41,0,0,8.0,2,2.0,2
4579,0,0,43,1,5,1.0,0,4.0,2
4580,1,0,51,0,0,1.0,1,2.0,1
4581,0,0,45,0,0,1.0,1,6.0,1
4582,0,0,50,0,5,4.0,2,3.0,1
4583,0,0,57,0,3,0.0,1,4.0,1
4584,0,0,70,0,6,3.0,2,2.0,0
4585,1,0,59,1,0,1.0,0,3.0,1
4587,1,1,30,0,1,0.0,0,5.0,0
4589,0,1,40,0,0,7.0,0,1.0,2
4590,0,0,74,1,6,0.0,0,1.0,0
4591,0,1,33,1,7,0.0,0,3.0,0
4592,1,0,63,0,7,2.0,0,1.0,0
4594,1,0,60,1,6,1.0,1,3.0,3
4596,0,1,31,0,3,3.0,0,4.0,1
4597,1,0,28,0,8,9.0,1,2.0,3
4598,1,0,37,1,2,1.0,1,2.0,0
4599,0,0,70,1,6,0.0,2,2.0,3
4600,0,0,78,1,2,0.0,0,2.0,0
4602,1,1,38,0,0,8.0,0,8.0,3
4603,0,1,19,1,2,0.0,0,3.0,1
4604,1,0,28,1,3,9.0,0,1.0,2
4605,1,0,73,1,5,0.0,0,3.0,3
4606,0,0,84,1,6,1.0,2,2.0,2
4607,0,1,21,1,1,7.0,0,4.0,0
4608,0,0,79,1,6,0.0,2,2.0,3
4611,0,0,42,0,0,0.0,1,3.0,3
4612,0,0,55,0,8,0.0,0,4.0,3
4613,0,0,41,0,0,0.0,0,2.0,2
4615,0,0,72,0,5,1.0,2,4.0,1
4618,0,0,56,0,0,0.0,0,2.0,3
4620,0,0,83,1,5,0.0,0,7.0,0
4621,0,0,48,0,0,1.0,1,2.0,3
4622,1,0,47,0,3,1.0,1,2.0,2
4623,1,0,47,0,3,1.0,1,2.0,3
4624,1,0,83,1,6,1.0,2,2.0,1
4625,1,0,38,1,4,1.0,0,1.0,2
4626,0,1,29,0,1,3.0,0,3.0,0
4627,0,0,50,0,2,0.0,1,4.0,3
4628,1,0,52,1,4,6.0,1,4.0,3
4630,0,1,33,0,2,1.0,0,8.0,1
4631,0,0,36,1,5,1.0,2,6.0,0
4632,0,0,65,1,2,7.0,1,4.0,0
4633,1,1,25,1,7,1.0,0,9.0,0
4634,0,0,27,1,2,4.0,0,4.0,3
4635,0,0,22,1,3,1.0,0,4.0,2
4636,0,0,51,1,4,0.0,1,3.0,0
4637,1,1,42,0,2,1.0,0,1.0,0
4639,1,1,23,1,1,1.0,0,3.0,0
4640,0,0,80,0,6,0.0,2,2.0,1
4641,1,0,40,0,2,12.0,0,6.0,2
4642,1,0,48,0,0,0.0,1,2.0,1
4643,1,1,55,0,0,3.0,0,1.0,2
4644,0,0,36,0,2,1.0,0,3.0,2
4645,0,0,41,0,0,12.0,1,2.0,3
4646,1,1,32,0,0,0.0,0,3.0,3
4647,0,0,37,0,2,8.0,1,2.0,0
4648,0,1,30,1,1,0.0,0,2.0,3
4649,1,0,79,0,6,1.0,0,1.0,1
4650,0,0,65,0,0,0.0,1,4.0,3
4651,0,0,49,0,5,0.0,2,4.0,2
4652,0,0,53,0,0,1.0,1,4.0,1
4653,0,1,20,1,1,8.0,0,5.0,0
4654,1,0,78,1,6,1.0,2,2.0,3
4655,0,1,32,0,3,6.0,0,5.0,0
4656,0,1,23,1,1,3.0,0,2.0,0
4657,1,0,40,0,0,1.0,1,2.0,1
4658,1,1,30,1,4,0.0,0,3.0,3
4659,0,0,45,0,2,0.0,0,4.0,1
4660,0,0,25,1,1,1.0,1,2.0,0
4661,1,1,20,1,1,0.0,0,4.0,0
4663,1,1,27,0,1,1.0,0,3.0,0
4664,0,1,19,1,1,0.0,0,3.0,0
4666,1,1,26,0,1,0.0,0,4.0,2
4667,0,0,55,1,0,0.0,1,2.0,1
4668,1,0,41,1,4,8.0,1,3.0,1
4669,0,1,25,1,1,0.0,0,4.0,0
4670,1,0,67,0,0,1.0,1,2.0,3
4672,0,0,87,0,6,0.0,0,1.0,3
4673,0,0,26,1,3,9.0,0,6.0,0
4674,1,0,37,0,0,4.0,0,1.0,2
4675,0,1,42,0,3,1.0,0,1.0,2
